Date;Time;CO(GT);PT08.S1(CO);NMHC(GT);C6H6(GT);PT08.S2(NMHC);NOx(GT);PT08.S3(NOx);NO2(GT);PT08.S4(NO2);PT08.S5(O3);T;RH;AH
19/04/2004;08:00:00;-200.0;1324.5;-200;18.711737053885297;1260.0;-200.0;651.75;-200.0;1968.75;1303.0;16.549999713898;57.949999809265;1.0826434115316053
19/04/2004;09:00:00;-200.0;1058.25;-200;8.53088910572999;920.75;-200.0;875.75;-200.0;1593.5;893.25;18.824999809265;47.97500038147;1.0322563806258476
19/04/2004;10:00:00;-200.0;989.75;-200;6.759254914852198;846.25;-200.0;946.75;-200.0;1502.75;714.75;19.500000476837;43.275000572205;0.9705682692989186
19/04/2004;11:00:00;-200.0;1018.0;-200;7.522326710746406;879.25;-200.0;949.5;-200.0;1573.5;684.5;18.5;45.549999237061;0.9606311100858556
19/04/2004;12:00:00;-200.0;1105.25;-200;10.880285962841752;1010.0;-200.0;810.5;-200.0;1708.5;946.5;18.025000095367;46.72500038147;0.9568875817412972
19/04/2004;13:00:00;-200.0;1194.0;-200;13.385657033345838;1096.5;-200.0;742.75;-200.0;1846.5;1049.25;16.475000143051;58.150000572205;1.0812922732862165
19/04/2004;14:00:00;-200.0;1088.0;-200;7.8504920260883315;893.0;-200.0;891.5;-200.0;1565.0;741.0;12.125;75.60000038147;1.0662016953223419
19/04/2004;15:00:00;-200.0;1084.0;-200;8.845219157196645;933.25;-200.0;871.75;-200.0;1602.25;801.0;11.100000143051;75.575000762939;0.997393909488627
19/04/2004;16:00:00;-200.0;1206.5;-200;11.482303983542511;1031.5;-200.0;797.25;-200.0;1700.75;969.25;10.475000143051;79.049999237061;1.0016348583038723
19/04/2004;17:00:00;-200.0;1186.25;-200;11.767009701937964;1041.5;-200.0;807.5;-200.0;1684.25;1037.75;9.9500002861023;80.47500038147;0.9852720324336088
19/04/2004;18:00:00;-200.0;1052.5;-200;8.28292428644746;910.75;-200.0;916.25;-200.0;1528.0;888.5;11.25;70.450000762939;0.9388612576108157
19/04/2004;19:00:00;-200.0;1031.5;-200;7.886652812465704;894.5;-200.0;920.75;-200.0;1507.75;879.25;10.700000047684;71.524997711182;0.9196859279856022
19/04/2004;20:00:00;-200.0;988.5;-200;6.747961491337765;845.75;-200.0;960.0;-200.0;1475.5;846.25;9.875;73.950000762939;0.900945419316484
19/04/2004;21:00:00;-200.0;930.0;-200;4.639503189352514;745.0;-200.0;1084.75;-200.0;1390.75;712.25;10.775000095367;68.150001525879;0.880582447313318
19/04/2004;22:00:00;-200.0;951.25;-200;5.046151091189926;765.75;-200.0;1055.5;-200.0;1431.0;746.75;10.150000095367;73.97500038147;0.9176299333434057
19/04/2004;23:00:00;-200.0;985.25;-200;5.333809739533331;780.0;-200.0;1017.0;-200.0;1443.75;790.75;10.100000143051;77.47500038147;0.9579064096487929
20/04/2004;00:00:00;-200.0;936.75;-200;3.861463962633157;703.0;-200.0;1135.75;-200.0;1376.75;636.75;9.9249999523163;77.699998855591;0.949739883427715
20/04/2004;01:00:00;-200.0;886.75;-200;2.9362043355061673;648.0;-200.0;1222.25;-200.0;1356.75;552.5;9.4999997615814;80.200000762939;0.9533302114178589
20/04/2004;02:00:00;-200.0;806.0;-200;1.4952565950446082;544.25;-200.0;1429.25;-200.0;1289.5;448.75;9.5250000953674;79.700000762939;0.948944811846442
20/04/2004;03:00:00;-200.0;770.5;-200;0.8405936232001463;482.5;-200.0;1587.25;-200.0;1276.75;484.5;9.6750001907349;78.89999961853;0.9487216345844814
20/04/2004;04:00:00;-200.0;801.5;-200;1.2029098055921177;518.5;-200.0;1523.25;-200.0;1314.75;540.25;9.75;80.025001525879;0.9669975448468981
20/04/2004;05:00:00;-200.0;877.5;-200;2.8770775169892318;644.25;-200.0;1260.25;-200.0;1410.0;685.0;10.025000095367;79.649997711182;0.9799742394637809
20/04/2004;06:00:00;-200.0;1069.5;-200;7.617176567782048;883.25;-200.0;942.0;-200.0;1624.5;925.25;10.275000095367;79.375;0.9926974398523166
20/04/2004;07:00:00;-200.0;1430.0;-200;20.717193269684454;1316.25;-200.0;638.25;-200.0;2069.25;1382.0;10.975000143051;77.424999237061;1.0135374241877264
20/04/2004;08:00:00;-200.0;1564.5;-200;29.920569946061534;1549.0;-200.0;539.75;-200.0;2395.5;1645.25;12.349999904633;69.22500038147;0.9905607959770883
20/04/2004;09:00:00;-200.0;1364.5;-200;20.092943564494178;1299.0;-200.0;637.25;-200.0;1999.25;1514.0;14.524999856949;60.425001144409;0.993647290085336
20/04/2004;10:00:00;-200.0;1348.25;-200;17.136841596899675;1214.0;-200.0;678.0;-200.0;1874.25;1508.75;16.049999713898;56.25;1.0184592332178124
20/04/2004;11:00:00;-200.0;1311.25;-200;19.379394296492997;1279.0;-200.0;647.5;-200.0;1990.5;1519.5;18.14999961853;51.125000953674;1.0551300098920822
20/04/2004;12:00:00;-200.0;1302.25;-200;18.69430200789783;1259.5;-200.0;658.0;-200.0;1969.75;1471.25;22.97500038147;37.525000572205;1.0388678356609715
20/04/2004;13:00:00;-200.0;1249.5;-200;15.775075020535567;1172.75;-200.0;719.75;-200.0;1869.5;1282.0;21.800000190735;39.574999809265;1.0208915734982884
20/04/2004;14:00:00;-200.0;1082.75;-200;10.265129061124828;987.5;-200.0;859.0;-200.0;1643.25;1004.0;21.949999809265;37.200000762939;0.9683491085459609
20/04/2004;15:00:00;-200.0;1004.5;-200;7.880621095138315;894.25;-200.0;956.0;-200.0;1530.25;713.75;23.799999713898;31.399999141693;0.9132001038008314
20/04/2004;16:00:00;-200.0;1129.0;-200;13.704734690088378;1107.0;-200.0;843.5;-200.0;1742.0;940.25;25.875;26.900000095367;0.8844687017539941
20/04/2004;17:00:00;-200.0;1327.25;-200;19.743714277046415;1289.25;-200.0;711.5;-200.0;1937.5;1272.0;25.849999904633;29.875000476837;0.9808450756733781
20/04/2004;18:00:00;-200.0;1427.5;-200;25.32237576440522;1437.25;-200.0;599.25;-200.0;2156.0;1525.5;22.599999904633;39.450000762939;1.0678772217040424
20/04/2004;19:00:00;-200.0;1425.5;-200;23.853125045880887;1399.75;-200.0;612.0;-200.0;2102.0;1488.0;19.925000190735;45.025000572205;1.0364390962100705
20/04/2004;20:00:00;-200.0;1310.25;-200;20.589875771644458;1312.75;-200.0;662.75;-200.0;1958.25;1474.5;17.924999713898;47.449999809265;0.9657325881349651
20/04/2004;21:00:00;-200.0;1113.75;-200;12.265095664334828;1058.75;-200.0;791.5;-200.0;1704.0;1181.75;16.775000095367;50.375000953674;0.9544576122301303
20/04/2004;22:00:00;-200.0;990.75;-200;7.748421496443901;888.75;-200.0;931.5;-200.0;1549.75;932.5;15.974999904633;52.025000572205;0.9375350828405465
20/04/2004;23:00:00;-200.0;1089.25;-200;9.016969786956228;940.0;-200.0;865.75;-200.0;1589.0;1000.75;14.199999809265;59.099999427795;0.9519985632726736
21/04/2004;00:00:00;-200.0;911.25;-200;4.538932154052378;739.75;-200.0;1070.75;-200.0;1411.75;755.75;14.174999952316;56.650000572205;0.9110834272495383
21/04/2004;01:00:00;-200.0;1004.5;-200;5.780618799798874;801.5;-200.0;975.5;-200.0;1474.0;951.5;12.249999761581;67.700000762939;0.9625156478154698
21/04/2004;02:00:00;-200.0;862.75;-200;3.1860104697339593;663.5;-200.0;1172.25;-200.0;1381.0;807.5;13.200000047684;61.72500038147;0.9328077345756661
21/04/2004;03:00:00;-200.0;856.5;-200;3.0158363034358335;653.0;-200.0;1196.75;-200.0;1375.25;779.0;10.899999856949;71.0;0.9249056766136103
21/04/2004;04:00:00;-200.0;803.5;-200;2.012111170985982;585.0;-200.0;1301.0;-200.0;1318.5;716.5;11.299999952316;67.600001335144;0.9038091830204547
21/04/2004;05:00:00;-200.0;870.75;-200;3.7027089847837953;694.0;-200.0;1159.5;-200.0;1420.5;779.0;10.100000143051;71.824998855591;0.8880493893258941
21/04/2004;06:00:00;-200.0;1034.5;-200;8.73150190350893;928.75;-200.0;886.5;-200.0;1598.75;1008.5;10.225000143051;70.925001144409;0.8841229526158089
21/04/2004;07:00:00;-200.0;1512.75;-200;27.032571584497656;1479.75;-200.0;572.25;-200.0;2248.75;1594.5;11.75;65.999998092651;0.9085281047840974
21/04/2004;08:00:00;-200.0;1726.25;-200;40.260060843367405;1776.25;-200.0;478.0;-200.0;2684.0;1939.75;14.024999856949;58.199999809265;0.9271182508858625
21/04/2004;09:00:00;-200.0;1396.0;-200;19.976243789903904;1295.75;-200.0;619.25;-200.0;1990.75;1628.25;17.000000238419;50.199999809265;0.9645958462842783
21/04/2004;10:00:00;-200.0;1333.0;-200;17.061326349640385;1211.75;-200.0;667.5;-200.0;1854.25;1572.75;22.325000286102;36.949999809265;0.9838112747415236
21/04/2004;11:00:00;-200.0;1161.25;-200;11.046899828729593;1016.0;-200.0;849.25;-200.0;1641.75;1186.75;24.449999809265;30.900000095367;0.9340480999075372
21/04/2004;12:00:00;-200.0;1081.25;-200;10.591313617363797;999.5;-200.0;899.75;-200.0;1561.0;900.25;25.875000476837;26.675000190735;0.8770707570649016
21/04/2004;13:00:00;-200.0;1075.25;-200;10.543474253928526;997.75;-200.0;914.0;-200.0;1573.75;800.0;25.825000286102;26.050000190735;0.8540089827972935
21/04/2004;14:00:00;-200.0;1055.25;-200;9.645572227732076;964.25;-200.0;953.0;-200.0;1512.5;769.5;26.349999904633;24.825000286102;0.8392963306067414
21/04/2004;15:00:00;-200.0;1052.5;-200;9.338736657793214;952.5;-200.0;988.0;-200.0;1483.0;758.0;27.0;22.224999904633;0.7804732344620845
21/04/2004;16:00:00;-200.0;1087.25;-200;12.749738870577813;1075.25;-200.0;943.5;-200.0;1557.75;885.75;27.299999713898;20.450000286102;0.7307962891897702
21/04/2004;17:00:00;-200.0;1303.5;-200;19.797271895903044;1290.75;-200.0;765.0;-200.0;1838.25;1218.75;25.849999904633;24.10000038147;0.7912423873003426
21/04/2004;18:00:00;-200.0;1625.0;-200;32.46799903978168;1607.75;-200.0;601.25;-200.0;2271.25;1724.5;25.25;28.875;0.915119592516941
21/04/2004;19:00:00;-200.0;1648.5;-200;33.601202596421516;1633.25;-200.0;584.0;-200.0;2328.0;1744.5;23.775000095367;33.699999809265;0.9786323909152764
21/04/2004;20:00:00;-200.0;1442.75;-200;26.040876199182218;1455.25;-200.0;634.5;-200.0;2072.5;1600.0;21.400000572205;35.97500038147;0.905855821412959
21/04/2004;21:00:00;-200.0;1209.3333333333;-200;16.437572550596414;1193.0;-200.0;753.0;-200.0;1737.3333333333;1310.0;19.799999872843;39.466667175293;0.9015712805409674
21/04/2004;22:00:00;-200.0;1104.75;-200;10.59815534829328;999.75;-200.0;846.75;-200.0;1572.5;1208.25;19.22500038147;42.050000190735;0.9273102036748816
21/04/2004;23:00:00;-200.0;1020.25;-200;7.136442302880105;862.75;-200.0;932.5;-200.0;1491.75;1074.0;18.825000286102;45.800001144409;0.9854579348985473
22/04/2004;00:00:00;-200.0;990.75;-200;6.357778864799785;828.25;-200.0;973.25;-200.0;1469.0;992.5;17.124999523163;50.75;0.9827941199020311
22/04/2004;01:00:00;-200.0;937.25;-200;4.553241893316168;740.5;-200.0;1058.25;-200.0;1420.0;922.5;16.225000143051;53.39999961853;0.9775332715790587
22/04/2004;02:00:00;-200.0;881.5;-200;3.031871611389326;654.0;-200.0;1141.25;-200.0;1376.5;819.25;16.049999713898;53.52499961853;0.969120534568387
22/04/2004;03:00:00;-200.0;843.25;-200;2.1731361617436282;596.75;-200.0;1241.5;-200.0;1340.5;726.5;14.299999952316;59.224999427795;0.9600968649153029
22/04/2004;04:00:00;-200.0;819.25;-200;1.743937262555121;564.5;-200.0;1294.5;-200.0;1315.5;694.0;13.275000095367;62.550000190735;0.9498256747753853
22/04/2004;05:00:00;-200.0;834.0;-200;2.155755032662788;595.5;-200.0;1276.25;-200.0;1334.75;727.25;13.375000238419;59.52499961853;0.9096933712432023
22/04/2004;06:00:00;-200.0;976.5;-200;5.738409861607065;799.5;-200.0;989.5;-200.0;1473.5;926.25;12.174999952316;64.050001144409;0.9062284749577675
22/04/2004;07:00:00;-200.0;1234.25;-200;13.750578614055966;1108.5;-200.0;767.0;-200.0;1728.75;1193.5;13.875;57.224999427795;0.9029163850660229
22/04/2004;08:00:00;-200.0;1403.25;-200;21.599221367393998;1340.25;-200.0;622.5;-200.0;2003.0;1501.5;15.174999952316;53.150000572205;0.9107343577191703
22/04/2004;09:00:00;-200.0;1537.5;-200;26.14134515478638;1457.75;-200.0;592.75;-200.0;2185.5;1742.75;19.200000286102;41.575000762939;0.9154281327668127
22/04/2004;10:00:00;-200.0;1342.5;-200;20.101932471979794;1299.25;-200.0;694.0;-200.0;1945.0;1542.0;23.699999809265;30.625;0.885370829229861
22/04/2004;11:00:00;-200.0;1242.75;-200;15.428109897769035;1162.0;-200.0;765.75;-200.0;1730.75;1353.75;26.099999904633;26.77499961853;0.8920600156026312
22/04/2004;12:00:00;-200.0;1200.5;-200;13.559993122694275;1102.25;-200.0;814.0;-200.0;1681.5;1175.0;28.125;24.375000476837;0.9137625251171677
22/04/2004;13:00:00;-200.0;1120.75;-200;11.144589364521869;1019.5;-200.0;892.5;-200.0;1584.75;915.5;28.299999237061;23.925000190735;0.9060143839524988
22/04/2004;14:00:00;-200.0;1086.75;-200;12.163323306748472;1055.25;-200.0;908.25;-200.0;1562.25;817.5;27.97500038147;21.025000095367;0.7813650576706058
22/04/2004;15:00:00;-200.0;1165.0;-200;17.499596878001263;1224.75;-200.0;823.5;-200.0;1676.0;1027.75;30.800000190735;16.400000095367;0.7167243042567568
22/04/2004;16:00:00;-200.0;1224.0;-200;19.061891730527954;1270.0;-200.0;805.75;-200.0;1738.5;1113.0;31.275000095367;16.174999713898;0.7262058397820245
22/04/2004;17:00:00;-200.0;1431.0;-200;27.114223164369044;1481.75;-200.0;678.5;-200.0;2025.0;1431.0;29.425000190735;20.450000286102;0.8262378702654756
22/04/2004;18:00:00;-200.0;1433.0;-200;28.27874225581378;1510.0;-200.0;661.0;-200.0;2037.5;1503.0;25.75;24.324999809265;0.793950661671151
22/04/2004;19:00:00;-200.0;1526.75;-200;34.98969351595822;1664.0;-200.0;587.0;-200.0;2237.75;1774.75;23.77499961853;29.474999904633;0.8559403256054962
22/04/2004;20:00:00;-200.0;1387.25;-200;22.365001028151482;1360.75;-200.0;701.0;-200.0;1931.75;1504.75;22.0;34.77499961853;0.9079571769118183
22/04/2004;21:00:00;-200.0;1158.25;-200;13.499245409646248;1100.25;-200.0;834.75;-200.0;1658.5;1210.5;20.175000190735;37.425000190735;0.8747505990897103
22/04/2004;22:00:00;-200.0;1008.5;-200;8.196874198144533;907.25;-200.0;982.25;-200.0;1466.25;872.25;19.250000476837;38.75;0.8558500425051511
22/04/2004;23:00:00;-200.0;1025.5;-200;7.778383116128054;890.0;-200.0;976.25;-200.0;1466.75;855.25;17.874999523163;43.650000572205;0.8856431439740399
23/04/2004;00:00:00;-200.0;1118.5;-200;10.036718472630536;979.0;-200.0;873.0;-200.0;1593.0;1170.25;17.224999904633;47.900000572205;0.9334000345880614
23/04/2004;01:00:00;-200.0;999.75;-200;6.596289193627687;839.0;-200.0;958.0;-200.0;1467.0;1024.25;16.349999666214;49.650000572205;0.9160360166132037
23/04/2004;02:00:00;-200.0;865.5;-200;3.376941467632198;675.0;-200.0;1155.25;-200.0;1336.5;841.25;16.674999952316;46.5;0.8755487553811679
23/04/2004;03:00:00;-200.0;847.5;-200;2.8340441550903015;641.5;-200.0;1202.25;-200.0;1325.0;760.0;14.625;53.02499961853;0.8775082167897693
23/04/2004;04:00:00;-200.0;843.75;-200;2.335824002116313;608.25;-200.0;1212.75;-200.0;1313.5;803.0;14.125;53.85000038147;0.8633013011952273
23/04/2004;05:00:00;0.6;852.25;46;2.908548009422834;646.25;59.0;1186.0;59.0;1321.25;792.75;14.200000047684;52.224999427795;0.8412542412427915
23/04/2004;06:00:00;0.8;922.5;56;4.867985701735958;756.75;72.0;1040.75;67.0;1417.75;905.5;14.325000047684;55.449998855591;0.9003295857349358
23/04/2004;07:00:00;4.0;1490.0;452;22.61963360399776;1367.5;244.0;626.5;95.0;2119.25;1540.5;13.974999904633;57.950000762939;0.9202007975682098
23/04/2004;08:00:00;5.6;1662.0;880;31.080283310006756;1576.0;351.0;522.5;123.0;2416.5;1861.0;15.449999570847;53.275000572205;0.9288578285475296
23/04/2004;09:00:00;5.0;1552.5;759;22.120961773568652;1354.25;358.0;620.75;142.0;2030.0;1895.25;19.125000476837;42.125;0.9232729005031266
23/04/2004;10:00:00;3.2;1423.0;394;18.269310357149713;1247.25;245.0;705.5;142.0;1887.25;1683.75;23.724999427795;30.974999904633;0.8968243276782295
23/04/2004;11:00:00;3.8;1457.75;639;21.952680637394874;1349.75;240.0;677.25;169.0;1946.5;1731.0;26.875;25.650000095367;0.8942068252110229
23/04/2004;12:00:00;3.3;1348.5;541;20.074970891885066;1298.5;179.0;727.75;142.0;1838.0;1401.75;29.724999904633;20.625;0.8477569966778379
23/04/2004;13:00:00;3.0;1326.25;468;18.895223172864338;1265.25;160.0;756.5;136.0;1834.5;1245.75;29.175000190735;21.525000095367;0.8572791041714124
23/04/2004;14:00:00;3.2;1356.0;483;20.562636992329697;1312.0;174.0;729.0;147.0;1864.5;1341.5;29.575000286102;20.075000286102;0.8180917603585907
23/04/2004;15:00:00;4.4;1460.0;682;25.332296208368106;1437.5;260.0;680.25;196.0;1953.25;1488.75;30.0;19.400000095367;0.8100460144089966
23/04/2004;16:00:00;4.6;1497.25;698;25.77043437513818;1448.5;281.0;679.25;186.0;1984.75;1531.5;29.5;20.050000190735;0.8135681842377065
23/04/2004;17:00:00;5.2;1645.0;832;30.648568226684738;1566.0;284.0;599.25;177.0;2227.5;1909.0;26.999999523163;26.775000095367;0.9402551377278227
23/04/2004;18:00:00;4.8;1556.75;872;27.14486956999846;1482.5;250.0;614.5;164.0;2086.5;1757.25;24.875000476837;30.775000095367;0.9539753720704031
23/04/2004;19:00:00;5.6;1746.75;899;32.47902836428814;1608.0;281.0;556.5;161.0;2334.5;1982.5;23.099999427795;36.72500038147;1.0243561318064727
23/04/2004;20:00:00;4.6;1481.75;692;20.799216861460543;1318.5;230.0;660.25;146.0;1975.0;1702.75;21.474999904633;40.849999427795;1.0332878296964312
23/04/2004;21:00:00;1.8;1211.0;145;10.873367154415865;1009.75;98.0;816.0;98.0;1618.75;1245.75;20.450000286102;41.5;0.986400081513431
23/04/2004;22:00:00;2.2;1293.5;208;12.98013285612212;1083.0;121.0;770.25;108.0;1687.25;1320.5;19.200000286102;44.85000038147;0.98753941913091
23/04/2004;23:00:00;2.0;1299.75;204;11.809971767790579;1043.0;110.0;776.5;107.0;1658.75;1375.25;18.75;47.72500038147;1.0221427829620098
24/04/2004;00:00:00;2.8;1401.75;240;13.415907252484363;1097.5;161.0;735.75;113.0;1729.0;1455.5;18.200000286102;49.675000190735;1.0283812633306353
24/04/2004;01:00:00;2.6;1348.5;251;13.400778503920026;1097.0;148.0;707.0;100.0;1763.0;1442.0;16.125000238419;57.449998855591;1.045095058050404
24/04/2004;02:00:00;1.8;1160.5;173;8.959563141533142;937.75;109.0;826.75;87.0;1597.25;1243.25;16.325000286102;55.250000953674;1.0177596562947409
24/04/2004;03:00:00;1.1;1021.5;113;5.785904187585162;801.75;-200.0;915.75;-200.0;1480.5;1078.25;15.674999713898;53.624999046326;0.948307798519275
24/04/2004;04:00:00;-200.0;947.5;55;3.803808114179806;699.75;45.0;1045.0;60.0;1430.0;938.5;16.900000095367;49.825000762939;0.9514347298046208
24/04/2004;05:00:00;0.7;932.75;65;3.7465224539215742;696.5;71.0;1045.25;65.0;1402.75;936.75;14.774999856949;57.72500038147;0.9644134560182183
24/04/2004;06:00:00;0.9;1021.0;119;5.743678765887553;799.75;75.0;930.5;64.0;1482.5;1018.5;14.0;59.724999427795;0.9498977765254076
24/04/2004;07:00:00;1.5;1133.5;151;10.023350836379478;978.5;106.0;794.0;73.0;1639.0;1139.5;14.600000143051;56.799999237061;0.938491403754598
24/04/2004;08:00:00;2.5;1310.5;305;14.95740609824808;1147.25;166.0;681.0;86.0;1838.0;1351.25;16.700000047684;51.900000572205;0.9787538224321507
24/04/2004;09:00:00;3.0;1408.75;415;15.637509605786938;1168.5;188.0;684.75;105.0;1874.25;1459.25;19.97500038147;45.0;1.0390344801482154
24/04/2004;10:00:00;2.6;1301.0;321;12.257814222912184;1058.5;161.0;786.5;107.0;1726.5;1297.0;23.874999523163;33.674999237061;0.9837464246031371
24/04/2004;11:00:00;2.6;1354.25;358;14.414829980330042;1130.0;139.0;764.5;114.0;1808.0;1291.25;26.75;29.499999523163;1.020949689011369
24/04/2004;12:00:00;2.6;1391.25;350;14.586896875181992;1135.5;134.0;737.5;105.0;1840.0;1296.25;27.200000286102;32.35000038147;1.1493441219809502
24/04/2004;13:00:00;1.9;1199.6666666667;238;8.729401946538436;928.66666666667;84.0;879.33333333333;74.0;1623.0;972.33333333333;26.933333714803;32.066666285197;1.1217137840877998
24/04/2004;14:00:00;2.0;1337.75;215;11.039936039300839;1015.75;98.0;797.5;95.0;1766.25;1193.5;24.349999904633;41.799999237061;1.2560621443065838
24/04/2004;15:00:00;1.7;1222.5;192;8.953194276149835;937.5;91.0;883.5;89.0;1610.0;879.5;25.550000190735;36.049999237061;1.1628860197547655
24/04/2004;16:00:00;1.9;1278.25;205;10.673538660162198;1002.5;99.0;845.0;95.0;1690.5;909.25;27.0;31.825000286102;1.1175955463051759
24/04/2004;17:00:00;1.8;1256.5;165;9.883449559735752;973.25;90.0;860.0;93.0;1633.75;838.75;27.474999904633;31.625000476837;1.1417004803952762
24/04/2004;18:00:00;2.8;1496.5;283;15.718368230168373;1171.0;147.0;724.75;123.0;1899.25;1248.25;24.925000190735;38.074999809265;1.183757211430434
24/04/2004;19:00:00;3.5;1567.25;467;19.39709886112469;1279.5;177.0;661.0;134.0;1969.5;1475.5;23.424999713898;39.650000572205;1.1276348445850977
24/04/2004;20:00:00;3.4;1502.5;485;16.752370054666;1202.5;162.0;651.25;126.0;1863.0;1501.75;21.200000286102;50.77499961853;1.263127727430111
24/04/2004;21:00:00;2.0;1169.25;202;6.849891943840394;850.25;88.0;905.75;79.0;1584.25;872.75;15.625;73.474998474121;1.2952523673543626
24/04/2004;22:00:00;1.1;1007.25;64;2.971926292666244;650.25;53.0;1157.25;54.0;1403.75;528.0;12.850000143051;79.674999237061;1.1773512963252348
24/04/2004;23:00:00;1.3;1003.75;71;3.2477498137764584;667.25;68.0;1156.5;69.0;1365.0;492.0;11.524999856949;76.924999237061;1.043601630601386
25/04/2004;00:00:00;1.2;967.25;84;3.145131870638927;661.0;61.0;1180.5;67.0;1320.75;463.0;12.174999713898;66.824999809265;0.9454912670227505
25/04/2004;01:00:00;1.3;983.5;70;3.9329319832196465;707.0;71.0;1131.0;73.0;1359.0;493.75;12.424999952316;64.050000190735;0.9209484011668969
25/04/2004;02:00:00;1.0;931.25;61;3.6157421823428297;689.0;63.0;1160.75;73.0;1317.25;503.25;12.725000143051;58.700000762939;0.8604690063535181
25/04/2004;03:00:00;1.3;965.75;92;4.481885361504611;736.75;-200.0;1083.25;-200.0;1363.25;580.75;12.600000143051;58.64999961853;0.852855025764929
25/04/2004;04:00:00;-200.0;776.75;40;1.2301005968941625;521.0;23.0;1534.75;33.0;1121.25;350.0;12.450000047684;51.199999809265;0.7373695696266177
25/04/2004;05:00:00;0.3;763.0;20;0.7344693820247533;470.75;14.0;1783.25;20.0;1098.0;305.0;12.474999904633;50.925001144409;0.7345904167364049
25/04/2004;06:00:00;0.5;804.25;31;1.0554626452677138;504.5;34.0;1718.0;37.0;1148.0;328.75;12.849999904633;49.300000190735;0.7285022755033173
25/04/2004;07:00:00;0.6;830.0;41;1.3900029842660853;535.25;42.0;1496.25;50.0;1184.25;374.5;13.5;48.599999427795;0.7486915859719586
25/04/2004;08:00:00;0.6;832.5;40;1.5976545879321267;552.75;40.0;1475.5;45.0;1180.25;373.25;14.375;45.900000572205;0.7476395925538529
25/04/2004;09:00:00;0.8;874.75;35;2.264475119028675;603.25;48.0;1369.75;48.0;1206.25;384.5;15.099999904633;43.89999961853;0.7486775755447236
25/04/2004;10:00:00;1.0;881.5;44;2.5257266429937895;621.25;61.0;1345.75;56.0;1215.75;403.25;16.625000476837;38.550000190735;0.7235923749615487
25/04/2004;11:00:00;0.9;862.0;71;2.725755128418066;634.5;58.0;1320.0;58.0;1193.0;393.0;17.175000190735;34.950000762939;0.6789328681365581
25/04/2004;12:00:00;1.0;862.5;66;2.7411147981917328;635.5;57.0;1289.75;52.0;1185.0;388.25;17.400000095367;33.925000190735;0.668317434078012
25/04/2004;13:00:00;0.8;829.75;46;2.1661765697607542;596.25;54.0;1388.5;52.0;1145.25;371.0;17.874999523163;30.724999904633;0.6233994308689341
25/04/2004;14:00:00;0.7;806.75;50;1.9986514667070001;584.0;41.0;1488.0;44.0;1104.0;346.5;18.324999809265;27.199999809265;0.56746905362687
25/04/2004;15:00:00;0.9;872.5;51;3.376941467632198;675.0;57.0;1342.5;59.0;1181.0;395.75;19.425000190735;25.699999809265;0.5737522534125351
25/04/2004;16:00:00;1.3;930.75;64;4.524641622302657;739.0;83.0;1273.75;74.0;1219.0;473.75;20.150000572205;24.125;0.5630241722933084
25/04/2004;17:00:00;1.4;918.25;138;4.687724073925867;747.5;81.0;1228.25;76.0;1218.75;505.25;19.599999904633;24.925000190735;0.5624529362566842
25/04/2004;18:00:00;1.5;1000.5;137;5.977547426091629;810.75;98.0;1122.25;83.0;1343.75;624.75;18.474999904633;27.75;0.5843336421245581
25/04/2004;19:00:00;2.7;1169.25;303;11.695554651706665;1039.0;124.0;883.25;100.0;1549.75;940.75;17.800000190735;30.349999904633;0.6129331668071051
25/04/2004;20:00:00;2.5;1084.75;204;8.184612613324596;906.75;133.0;975.75;101.0;1418.75;893.0;16.574999809265;33.950000762939;0.6352593989669982
25/04/2004;21:00:00;1.4;939.5;95;5.106145385761624;768.75;100.0;1102.75;90.0;1309.5;730.75;15.450000047684;36.974999427795;0.6446648210741559
25/04/2004;22:00:00;2.8;1125.5;347;12.987594194106657;1083.25;116.0;874.5;93.0;1654.25;954.75;14.775000095367;39.47500038147;0.6595101233019042
25/04/2004;23:00:00;2.1;977.75;252;7.021221524297898;857.75;102.0;1013.25;79.0;1378.5;760.5;14.5;42.0;0.689566012736336
26/04/2004;00:00:00;1.1;893.0;66;3.8570157732997115;702.75;55.0;1192.25;57.0;1283.25;515.25;14.125000238419;44.949999809265;0.7206201232665347
26/04/2004;01:00:00;0.7;837.5;45;2.232676419214226;601.0;33.0;1360.5;43.0;1219.5;433.75;14.224999904633;45.450000762939;0.7332856489417178
26/04/2004;02:00:00;0.4;802.75;36;1.299207500464072;527.25;17.0;1513.0;25.0;1152.0;369.0;14.099999904633;45.27499961853;0.7246765108538018
26/04/2004;03:00:00;0.3;775.0;26;0.7878979340321447;476.75;-200.0;1721.75;-200.0;1115.0;335.0;14.0;44.25;0.703775253477656
26/04/2004;04:00:00;-200.0;767.0;17;0.5958837566525179;454.25;10.0;1825.5;17.0;1090.75;318.5;14.125;42.975001335144;0.6889577401797539
26/04/2004;05:00:00;0.4;808.5;21;1.2246417165023897;520.5;35.0;1574.5;44.0;1158.25;377.75;13.875;43.875;0.6922753480278754
26/04/2004;06:00:00;0.8;897.5;60;3.3979797815818547;676.25;70.0;1271.25;72.0;1306.5;516.75;13.974999904633;43.824999809265;0.6959068032265376
26/04/2004;07:00:00;1.9;1052.5;155;7.545991665728901;880.25;116.0;981.75;91.0;1463.5;785.75;14.400000333786;43.599999427795;0.7113047765677238
